Planet id,Planet cloud_percent,Planet snow_ice_percent,Planet capture_time,planet_geometry,Landsat ID,Landsat cloud_cover_right,Landsat timestamp,Landsat geometry,time_diff
20230819_173601_07_24bc,33,39,2023-08-19 17:36:01.078105+00:00,"POLYGON ((-12.5916315918736 82.1625024449977, -13.917603368706994 82.21574743478028, -14.539979217963294 81.91371278452573, -13.255922631599072 81.86234323442963, -12.5916315918736 82.1625024449977))",LC08_019245_20230819,71.55,2023-08-19 17:35:41+00:00,"POLYGON ((-12.5916315918736 82.1625024449977, -13.917603368706994 82.21574743478028, -14.539979217963294 81.91371278452573, -13.255922631599072 81.86234323442963, -12.5916315918736 82.1625024449977))",0 days 00:00:20.078105
20230826_174752_21_2402,73,22,2023-08-26 17:47:52.210521+00:00,"POLYGON ((-90.80996097835826 69.7411469106841, -90.98057789954223 69.58846403537886, -90.2521494928611 69.48828851918383, -90.07699494189474 69.63892583097193, -90.80996097835826 69.7411469106841))",LC08_036011_20230826,80.01,2023-08-26 17:47:28+00:00,"POLYGON ((-90.80996097835826 69.7411469106841, -90.98057789954223 69.58846403537886, -90.2521494928611 69.48828851918383, -90.07699494189474 69.63892583097193, -90.80996097835826 69.7411469106841))",0 days 00:00:24.210521
20230827_165215_19_2477,31,46,2023-08-27 16:52:15.197189+00:00,"POLYGON ((-78.48390367463395 70.27373634788144, -78.69945378313639 70.11136589796305, -77.89831213846666 69.98606474689504, -77.67625649922591 70.14863309992123, -78.48390367463395 70.27373634788144))",LC08_027011_20230827,58.9,2023-08-27 16:51:51+00:00,"POLYGON ((-78.48390367463395 70.27373634788144, -78.69945378313639 70.11136589796305, -77.89831213846666 69.98606474689504, -77.67625649922591 70.14863309992123, -78.48390367463395 70.27373634788144))",0 days 00:00:24.197189
20230827_165217_36_2477,24,48,2023-08-27 16:52:17.369386+00:00,"POLYGON ((-78.6520397897275 70.14747085317812, -78.86524802378818 69.98470399015358, -78.0682534910546 69.85990094398575, -77.84799232140068 70.02283726186344, -78.6520397897275 70.14747085317812))",LC08_027011_20230827,58.9,2023-08-27 16:51:51+00:00,"POLYGON ((-78.6520397897275 70.14747085317812, -78.86524802378818 69.98470399015358, -78.0682534910546 69.85990094398575, -77.84799232140068 70.02283726186344, -78.6520397897275 70.14747085317812))",0 days 00:00:26.369386
20230829_195324_85_24a7,22,15,2023-08-29 19:53:24.854211+00:00,"POLYGON ((-89.80696630049682 81.64973680140167, -90.96509069965491 81.5719380634829, -90.08580754525791 81.28769590762998, -88.95384468473858 81.36351730107003, -89.80696630049682 81.64973680140167))",LC08_057001_20230829,71.88,2023-08-29 19:53:17+00:00,"POLYGON ((-89.80696630049682 81.64973680140167, -90.96509069965491 81.5719380634829, -90.08580754525791 81.28769590762998, -88.95384468473858 81.36351730107003, -89.80696630049682 81.64973680140167))",0 days 00:00:07.854211
20230902_161453_57_2402,32,13,2023-09-02 16:14:53.579071+00:00,"POLYGON ((-68.42825987065557 68.75595423591278, -68.58292674363575 68.60282662018922, -67.88461315227896 68.50705506900512, -67.72535144397608 68.65838075472693, -68.42825987065557 68.75595423591278))",LC08_021012_20230902,58.95,2023-09-02 16:15:09+00:00,"POLYGON ((-68.42825987065557 68.75595423591278, -68.58292674363575 68.60282662018922, -67.88461315227896 68.50705506900512, -67.72535144397608 68.65838075472693, -68.42825987065557 68.75595423591278))",0 days 00:00:15.420929
20230904_210206_16_249a,14,23,2023-09-04 21:02:06.163777+00:00,"POLYGON ((-149.02864589468328 60.85218391114882, -149.1366612148858 60.68256859279275, -148.55705852800565 60.59241207801567, -148.4453392753366 60.76219085782214, -149.02864589468328 60.85218391114882))",LC08_067018_20230904,63.33,2023-09-04 21:01:49+00:00,"POLYGON ((-149.02864589468328 60.85218391114882, -149.1366612148858 60.68256859279275, -148.55705852800565 60.59241207801567, -148.4453392753366 60.76219085782214, -149.02864589468328 60.85218391114882))",0 days 00:00:17.163777
20230910_233941_60_2482,32,28,2023-09-10 23:39:41.607565+00:00,"POLYGON ((177.899347381519 69.28474972171246, 177.708981234331 69.12036298540617, 178.4784180531931 69.00538341828904, 178.67434974271237 69.16934373713428, 177.899347381519 69.28474972171246))",LC08_093012_20230910,78.73,2023-09-10 23:40:10+00:00,"POLYGON ((177.899347381519 69.28474972171246, 177.708981234331 69.12036298540617, 178.4784180531931 69.00538341828904, 178.67434974271237 69.16934373713428, 177.899347381519 69.28474972171246))",0 days 00:00:28.392435
20230910_234141_76_2482,14,23,2023-09-10 23:41:41.762706+00:00,"POLYGON ((171.5255509866101 62.045830722628544, 171.4122847682683 61.8767130156847, 172.01041163867265 61.786080137606014, 172.12841714599227 61.95495750156684, 171.5255509866101 62.045830722628544))",LC08_093017_20230910,68.31,2023-09-10 23:42:09+00:00,"POLYGON ((171.5255509866101 62.045830722628544, 171.4122847682683 61.8767130156847, 172.01041163867265 61.786080137606014, 172.12841714599227 61.95495750156684, 171.5255509866101 62.045830722628544))",0 days 00:00:27.237294
20230915_190012_94_249a,51,14,2023-09-15 19:00:12.941948+00:00,"POLYGON ((-104.70278809714729 74.30124235531417, -105.0210918309694 74.14688882075144, -104.07535482764997 74.00077044590657, -103.7525941622022 74.15413484559812, -104.70278809714729 74.30124235531417))",LC08_048008_20230915,26.18,2023-09-15 19:00:30+00:00,"POLYGON ((-104.70278809714729 74.30124235531417, -105.0210918309694 74.14688882075144, -104.07535482764997 74.00077044590657, -103.7525941622022 74.15413484559812, -104.70278809714729 74.30124235531417))",0 days 00:00:17.058052
20230917_004305_88_24a4,51,16,2023-09-17 00:43:05.881977+00:00,"POLYGON ((157.8895594891088 64.2568810798538, 157.75566626781952 64.08987790510471, 158.39657911935373 63.99002460413505, 158.53518239776207 64.15731865170855, 157.8895594891088 64.2568810798538))",LC08_103015_20230917,84.37,2023-09-17 00:43:12+00:00,"POLYGON ((157.8895594891088 64.2568810798538, 157.75566626781952 64.08987790510471, 158.39657911935373 63.99002460413505, 158.53518239776207 64.15731865170855, 157.8895594891088 64.2568810798538))",0 days 00:00:06.118023
20230917_004308_01_24a4,26,19,2023-09-17 00:43:08.016315+00:00,"POLYGON ((157.7858343662293 64.1276313735629, 157.65343375754128 63.9604938752155, 158.2910478800917 63.86124236310293, 158.42879861831588 64.0285046079026, 157.7858343662293 64.1276313735629))",LC08_103015_20230917,84.37,2023-09-17 00:43:12+00:00,"POLYGON ((157.7858343662293 64.1276313735629, 157.65343375754128 63.9604938752155, 158.2910478800917 63.86124236310293, 158.42879861831588 64.0285046079026, 157.7858343662293 64.1276313735629))",0 days 00:00:03.983685
20230918_111524_54_2426,43,24,2023-09-18 11:15:24.549724+00:00,"POLYGON ((23.606450531662546 77.64288468988062, 23.16749057994103 77.51283164453118, 24.161439592461246 77.35375244150872, 24.605445215342826 77.48160953977552, 23.606450531662546 77.64288468988062))",LC08_206005_20230918,51.72,2023-09-18 11:15:48+00:00,"POLYGON ((23.606450531662546 77.64288468988062, 23.16749057994103 77.51283164453118, 24.161439592461246 77.35375244150872, 24.605445215342826 77.48160953977552, 23.606450531662546 77.64288468988062))",0 days 00:00:23.450276
20230919_034530_13_249c,53,15,2023-09-19 03:45:30.131579+00:00,"POLYGON ((123.60335869449014 73.92228268831559, 123.29231295888833 73.76652004498824, 124.22193055878986 73.61934625130093, 124.54052136650024 73.77452204590628, 123.60335869449014 73.92228268831559))",LC08_133008_20230919,75.13,2023-09-19 03:45:50+00:00,"POLYGON ((123.60335869449014 73.92228268831559, 123.29231295888833 73.76652004498824, 124.22193055878986 73.61934625130093, 124.54052136650024 73.77452204590628, 123.60335869449014 73.92228268831559))",0 days 00:00:19.868421
20230920_160237_28_227a,57,24,2023-09-20 16:02:37.284224+00:00,"POLYGON ((-67.93001209506103 68.69544487550704, -68.11585596622511 68.53130564648748, -67.36319482849544 68.41557660391346, -67.1723092195927 68.57981209500436, -67.93001209506103 68.69544487550704))",LC08_019012_20230920,23.9,2023-09-20 16:02:52+00:00,"POLYGON ((-67.93001209506103 68.69544487550704, -68.11585596622511 68.53130564648748, -67.36319482849544 68.41557660391346, -67.1723092195927 68.57981209500436, -67.93001209506103 68.69544487550704))",0 days 00:00:14.715776
20230920_160247_89_227a,11,76,2023-09-20 16:02:47.897295+00:00,"POLYGON ((-68.62715989403351 68.06454850998405, -68.80296387300761 67.89979995579459, -68.06885729863193 67.78702015072072, -67.8897374558546 67.95198126783305, -68.62715989403351 68.06454850998405))",LC08_019012_20230920,23.9,2023-09-20 16:02:52+00:00,"POLYGON ((-68.62715989403351 68.06454850998405, -68.80296387300761 67.89979995579459, -68.06885729863193 67.78702015072072, -67.8897374558546 67.95198126783305, -68.62715989403351 68.06454850998405))",0 days 00:00:04.102705
20230920_160252_14_227a,16,71,2023-09-20 16:02:52.142524+00:00,"POLYGON ((-68.8977252636354 67.81266334020468, -69.07009512420984 67.6475197309888, -68.34278472583587 67.53586570670086, -68.16499699099606 67.70085378132218, -68.8977252636354 67.81266334020468))",LC08_019013_20230920,14.6,2023-09-20 16:03:16+00:00,"POLYGON ((-68.8977252636354 67.81266334020468, -69.07009512420984 67.6475197309888, -68.34278472583587 67.53586570670086, -68.16499699099606 67.70085378132218, -68.8977252636354 67.81266334020468))",0 days 00:00:23.857476
20230920_160258_51_227a,11,82,2023-09-20 16:02:58.510367+00:00,"POLYGON ((-69.29108832057574 67.43326356677379, -69.45847243887127 67.2678590643827, -68.74068352334353 67.15759400953527, -68.56860825512948 67.32310315869596, -69.29108832057574 67.43326356677379))",LC08_019013_20230920,14.6,2023-09-20 16:03:16+00:00,"POLYGON ((-69.29108832057574 67.43326356677379, -69.45847243887127 67.2678590643827, -68.74068352334353 67.15759400953527, -68.56860825512948 67.32310315869596, -69.29108832057574 67.43326356677379))",0 days 00:00:17.489633
20230920_160349_45_227a,21,11,2023-09-20 16:03:49.453128+00:00,"POLYGON ((-72.07345994383589 64.37052124634482, -72.20726002182163 64.20280774217375, -71.56119431159637 64.1032738021805, -71.42301697391008 64.2711645062971, -72.07345994383589 64.37052124634482))",LC08_019015_20230920,56.3,2023-09-20 16:04:04+00:00,"POLYGON ((-72.07345994383589 64.37052124634482, -72.20726002182163 64.20280774217375, -71.56119431159637 64.1032738021805, -71.42301697391008 64.2711645062971, -72.07345994383589 64.37052124634482))",0 days 00:00:14.546872
20230924_104348_17_2486,14,17,2023-09-24 10:43:48.173538+00:00,"POLYGON ((6.394069166953283 61.879050004409855, 6.279015691853367 61.712095117635506, 6.868164088337891 61.61943820691021, 6.991175398714413 61.78631246080022, 6.394069166953283 61.879050004409855))",LC08_200017_20230924,43.01,2023-09-24 10:43:30+00:00,"POLYGON ((6.394069166953283 61.879050004409855, 6.279015691853367 61.712095117635506, 6.868164088337891 61.61943820691021, 6.991175398714413 61.78631246080022, 6.394069166953283 61.879050004409855))",0 days 00:00:18.173538
20230927_025716_57_247a,11,53,2023-09-27 02:57:16.575609+00:00,"POLYGON ((129.52297374528553 69.44511761162403, 129.32699416466576 69.28353875292208, 130.09161019331455 69.16507184034441, 130.29459967356408 69.32645710832266, 129.52297374528553 69.44511761162403))",LC08_125011_20230927,76.02,2023-09-27 02:57:37+00:00,"POLYGON ((129.52297374528553 69.44511761162403, 129.32699416466576 69.28353875292208, 130.09161019331455 69.16507184034441, 130.29459967356408 69.32645710832266, 129.52297374528553 69.44511761162403))",0 days 00:00:20.424391
20230927_210514_80_24a4,14,60,2023-09-27 21:05:14.800805+00:00,"POLYGON ((-142.809650695863 69.34701327187892, -143.00563151961515 69.1855973469378, -142.24363983521278 69.06680611820877, -142.0425343187759 69.22843690372628, -142.809650695863 69.34701327187892))",LC08_068011_20230927,78.89,2023-09-27 21:05:21+00:00,"POLYGON ((-142.809650695863 69.34701327187892, -143.00563151961515 69.1855973469378, -142.24363983521278 69.06680611820877, -142.0425343187759 69.22843690372628, -142.809650695863 69.34701327187892))",0 days 00:00:06.199195
20230927_210523_24_24a4,27,51,2023-09-27 21:05:23.242250+00:00,"POLYGON ((-143.4036988212713 68.84971710815434, -143.59074055857704 68.68771293276706, -142.84285592518427 68.57140089272883, -142.6504072415559 68.73368626822307, -143.4036988212713 68.84971710815434))",LC08_068012_20230927,59.03,2023-09-27 21:05:45+00:00,"POLYGON ((-143.4036988212713 68.84971710815434, -143.59074055857704 68.68771293276706, -142.84285592518427 68.57140089272883, -142.6504072415559 68.73368626822307, -143.4036988212713 68.84971710815434))",0 days 00:00:21.757750
20230927_210525_18_24a4,33,44,2023-09-27 21:05:25.182117+00:00,"POLYGON ((-143.54805704633515 68.72440956836026, -143.73259694518657 68.56217834657329, -142.98853581796342 68.44649468573085, -142.79724362417582 68.60890500094884, -143.54805704633515 68.72440956836026))",LC08_068012_20230927,59.03,2023-09-27 21:05:45+00:00,"POLYGON ((-143.54805704633515 68.72440956836026, -143.73259694518657 68.56217834657329, -142.98853581796342 68.44649468573085, -142.79724362417582 68.60890500094884, -143.54805704633515 68.72440956836026))",0 days 00:00:19.817883
20230929_010549_30_2483,60,18,2023-09-29 01:05:49.302658+00:00,"POLYGON ((158.86223245066824 70.72080108135955, 158.641429062239 70.56068066773418, 159.44745931747647 70.43546771777672, 159.67470328754226 70.59555376179021, 158.86223245066824 70.72080108135955))",LC08_107010_20230929,64.32,2023-09-29 01:05:59+00:00,"POLYGON ((158.86223245066824 70.72080108135955, 158.641429062239 70.56068066773418, 159.44745931747647 70.43546771777672, 159.67470328754226 70.59555376179021, 158.86223245066824 70.72080108135955))",0 days 00:00:09.697342
20230929_010551_41_2483,41,36,2023-09-29 01:05:51.411244+00:00,"POLYGON ((158.69211244095814 70.5973716377117, 158.47390740954935 70.43707374303504, 159.2760649793515 70.31256075503211, 159.50063765095734 70.47285585315859, 158.69211244095814 70.5973716377117))",LC08_107010_20230929,64.32,2023-09-29 01:05:59+00:00,"POLYGON ((158.69211244095814 70.5973716377117, 158.47390740954935 70.43707374303504, 159.2760649793515 70.31256075503211, 159.50063765095734 70.47285585315859, 158.69211244095814 70.5973716377117))",0 days 00:00:07.588756
20230929_010745_27_2483,76,12,2023-09-29 01:07:45.274482+00:00,"POLYGON ((151.68494913523423 63.80331574075003, 151.55683594723754 63.6373521202541, 152.18406044352488 63.54010404932758, 152.3168593679965 63.7064076055236, 151.68494913523423 63.80331574075003))",LC08_107015_20230929,69.4,2023-09-29 01:07:59+00:00,"POLYGON ((151.68494913523423 63.80331574075003, 151.55683594723754 63.6373521202541, 152.18406044352488 63.54010404932758, 152.3168593679965 63.7064076055236, 151.68494913523423 63.80331574075003))",0 days 00:00:13.725518
20230929_010808_46_2483,62,14,2023-09-29 01:08:08.468849+00:00,"POLYGON ((150.63330403575145 62.39387840485216, 150.515985400367 62.22731929056336, 151.11572401184353 62.13394620663755, 151.23728507703436 62.30091070552175, 150.63330403575145 62.39387840485216))",LC08_107016_20230929,52.16,2023-09-29 01:08:23+00:00,"POLYGON ((150.63330403575145 62.39387840485216, 150.515985400367 62.22731929056336, 151.11572401184353 62.13394620663755, 151.23728507703436 62.30091070552175, 150.63330403575145 62.39387840485216))",0 days 00:00:14.531151
20230929_010842_03_2483,38,11,2023-09-29 01:08:42.035652+00:00,"POLYGON ((149.25335245464703 60.32987353809487, 149.1499365456311 60.162473453893035, 149.71408162486904 60.07421486837418, 149.8199086009027 60.242154771244806, 149.25335245464703 60.32987353809487))",LC08_107018_20230929,59.97,2023-09-29 01:09:11+00:00,"POLYGON ((149.25335245464703 60.32987353809487, 149.1499365456311 60.162473453893035, 149.71408162486904 60.07421486837418, 149.8199086009027 60.242154771244806, 149.25335245464703 60.32987353809487))",0 days 00:00:28.964348
20230929_155644_66_2490,55,14,2023-09-29 15:56:44.669317+00:00,"POLYGON ((-66.87673413114108 68.15744339657407, -67.05274696372557 67.99435765321053, -66.32382516786787 67.88215641128528, -66.14274123172187 68.04510872324212, -66.87673413114108 68.15744339657407))",LC08_018012_20230929,56.24,2023-09-29 15:56:45+00:00,"POLYGON ((-66.87673413114108 68.15744339657407, -67.05274696372557 67.99435765321053, -66.32382516786787 67.88215641128528, -66.14274123172187 68.04510872324212, -66.87673413114108 68.15744339657407))",0 days 00:00:00.330683
20230929_155648_88_2490,26,49,2023-09-29 15:56:48.883061+00:00,"POLYGON ((-67.14707628144988 67.90631789538101, -67.3189677806909 67.74327756740637, -66.59871111545642 67.63251478915743, -66.41994601354415 67.79522083579023, -67.14707628144988 67.90631789538101))",LC08_018012_20230929,56.24,2023-09-29 15:56:45+00:00,"POLYGON ((-67.14707628144988 67.90631789538101, -67.3189677806909 67.74327756740637, -66.59871111545642 67.63251478915743, -66.41994601354415 67.79522083579023, -67.14707628144988 67.90631789538101))",0 days 00:00:03.883061
20230930_001041_93_249c,21,39,2023-09-30 00:10:41.933529+00:00,"POLYGON ((171.66672472666434 70.088947689865, 171.45999233258578 69.92741760006501, 172.2451394124184 69.80712281546678, 172.4591489831441 69.96831076822502, 171.66672472666434 70.088947689865))",LC08_098011_20230930,66.55,2023-09-30 00:10:46+00:00,"POLYGON ((171.66672472666434 70.088947689865, 171.45999233258578 69.92741760006501, 172.2451394124184 69.80712281546678, 172.4591489831441 69.96831076822502, 171.66672472666434 70.088947689865))",0 days 00:00:04.066471
20230930_001050_22_249c,38,22,2023-09-30 00:10:50.229333+00:00,"POLYGON ((171.0513623876223 69.60224021043081, 170.8526305785871 69.4403685707394, 171.62309286713153 69.32181843605733, 171.82867052045285 69.48345671412204, 171.0513623876223 69.60224021043081))",LC08_098011_20230930,66.55,2023-09-30 00:10:46+00:00,"POLYGON ((171.0513623876223 69.60224021043081, 170.8526305785871 69.4403685707394, 171.62309286713153 69.32181843605733, 171.82867052045285 69.48345671412204, 171.0513623876223 69.60224021043081))",0 days 00:00:04.229333
20230930_001102_67_249c,41,16,2023-09-30 00:11:02.672985+00:00,"POLYGON ((170.1721397964503 68.86836498902203, 169.98554141067248 68.705536088215, 170.7354519783273 68.59017822297749, 170.92789103101376 68.75286920841371, 170.1721397964503 68.86836498902203))",LC08_098012_20230930,76.81,2023-09-30 00:11:10+00:00,"POLYGON ((170.1721397964503 68.86836498902203, 169.98554141067248 68.705536088215, 170.7354519783273 68.59017822297749, 170.92789103101376 68.75286920841371, 170.1721397964503 68.86836498902203))",0 days 00:00:07.327015
20230930_001110_96_249c,18,24,2023-09-30 00:11:10.968791+00:00,"POLYGON ((169.61700370281255 68.3764470858335, 169.43786969216174 68.21319564856111, 170.1736484848195 68.09999920885805, 170.35843924592567 68.26315980539376, 169.61700370281255 68.3764470858335))",LC08_098012_20230930,76.81,2023-09-30 00:11:10+00:00,"POLYGON ((169.61700370281255 68.3764470858335, 169.43786969216174 68.21319564856111, 170.1736484848195 68.09999920885805, 170.35843924592567 68.26315980539376, 169.61700370281255 68.3764470858335))",0 days 00:00:00.968791
20230930_001119_26_249c,11,62,2023-09-30 00:11:19.264628+00:00,"POLYGON ((169.08356537624852 67.88251329038724, 168.91140022224292 67.71914381634383, 169.6322003722133 67.60822774174699, 169.8107477107673 67.7715150196294, 169.08356537624852 67.88251329038724))",LC08_098013_20230930,73.7,2023-09-30 00:11:34+00:00,"POLYGON ((169.08356537624852 67.88251329038724, 168.91140022224292 67.71914381634383, 169.6322003722133 67.60822774174699, 169.8107477107673 67.7715150196294, 169.08356537624852 67.88251329038724))",0 days 00:00:14.735372
20230930_001200_57_249c,33,26,2023-09-30 00:12:00.576378+00:00,"POLYGON ((166.705424554534 65.39632267848337, 166.56349746278462 65.23108769773607, 167.22401336549893 65.12932935409229, 167.3717925630799 65.2947157565996, 166.705424554534 65.39632267848337))",LC08_098014_20230930,73.03,2023-09-30 00:11:58+00:00,"POLYGON ((166.705424554534 65.39632267848337, 166.56349746278462 65.23108769773607, 167.22401336549893 65.12932935409229, 167.3717925630799 65.2947157565996, 166.705424554534 65.39632267848337))",0 days 00:00:02.576378
20231004_062122_41_2473,25,14,2023-10-04 06:21:22.416188+00:00,"POLYGON ((81.61533168281083 71.81514522521178, 81.36845608223639 71.65720990767622, 82.20932572271977 71.52500024998886, 82.46319943051056 71.68271571487941, 81.61533168281083 71.81514522521178))",LC08_158010_20231004,29.26,2023-10-04 06:21:11+00:00,"POLYGON ((81.61533168281083 71.81514522521178, 81.36845608223639 71.65720990767622, 82.20932572271977 71.52500024998886, 82.46319943051056 71.68271571487941, 81.61533168281083 71.81514522521178))",0 days 00:00:11.416188
20231005_034856_88_247d,23,41,2023-10-05 03:48:56.880821+00:00,"POLYGON ((112.00725177110678 65.16056893352419, 111.87242109554333 64.99473285283449, 112.52570640967143 64.8980652329362, 112.66476179930471 65.06325835978441, 112.00725177110678 65.16056893352419))",LC08_133015_20231005,32.39,2023-10-05 03:48:40+00:00,"POLYGON ((112.00725177110678 65.16056893352419, 111.87242109554333 64.99473285283449, 112.52570640967143 64.8980652329362, 112.66476179930471 65.06325835978441, 112.00725177110678 65.16056893352419))",0 days 00:00:16.880821
20231005_034903_19_247d,19,45,2023-10-05 03:49:03.196780+00:00,"POLYGON ((111.69579382466883 64.77853011958742, 111.56429993706995 64.61251734832753, 112.20939746373969 64.51694098212513, 112.34488823222323 64.6823543027112, 111.69579382466883 64.77853011958742))",LC08_133015_20231005,32.39,2023-10-05 03:48:40+00:00,"POLYGON ((111.69579382466883 64.77853011958742, 111.56429993706995 64.61251734832753, 112.20939746373969 64.51694098212513, 112.34488823222323 64.6823543027112, 111.69579382466883 64.77853011958742))",0 days 00:00:23.196780
20231006_192023_01_2481,30,40,2023-10-06 19:20:23.016705+00:00,"POLYGON ((-115.27006429492327 69.89533240261804, -115.47323953186492 69.73519554534178, -114.6986522350469 69.61496158114737, -114.48870336480931 69.77513821501677, -115.27006429492327 69.89533240261804))",LC08_051011_20231006,36.15,2023-10-06 19:20:18+00:00,"POLYGON ((-115.27006429492327 69.89533240261804, -115.47323953186492 69.73519554534178, -114.6986522350469 69.61496158114737, -114.48870336480931 69.77513821501677, -115.27006429492327 69.89533240261804))",0 days 00:00:05.016705
20231006_192027_14_2481,19,30,2023-10-06 19:20:27.140497+00:00,"POLYGON ((-115.57700769252894 69.65304219710264, -115.77604748122451 69.49254405731669, -115.0087568974956 69.3733330684516, -114.8031937299848 69.53395913574036, -115.57700769252894 69.65304219710264))",LC08_051011_20231006,36.15,2023-10-06 19:20:18+00:00,"POLYGON ((-115.57700769252894 69.65304219710264, -115.77604748122451 69.49254405731669, -115.0087568974956 69.3733330684516, -114.8031937299848 69.53395913574036, -115.57700769252894 69.65304219710264))",0 days 00:00:09.140497
20231006_192031_26_2481,37,28,2023-10-06 19:20:31.264345+00:00,"POLYGON ((-115.87669462664665 69.41039004347954, -116.07188331908517 69.24963927637874, -115.31195141527071 69.13158544641465, -115.1102161470314 69.29239129325424, -115.87669462664665 69.41039004347954))",LC08_051011_20231006,36.15,2023-10-06 19:20:18+00:00,"POLYGON ((-115.87669462664665 69.41039004347954, -116.07188331908517 69.24963927637874, -115.31195141527071 69.13158544641465, -115.1102161470314 69.29239129325424, -115.87669462664665 69.41039004347954))",0 days 00:00:13.264345
20231006_192043_63_2481,41,40,2023-10-06 19:20:43.635842+00:00,"POLYGON ((-116.74494231611972 68.68028872439311, -116.92852640877646 68.51884984831923, -116.18987558526499 68.40403295104556, -115.99993651811327 68.56552915688057, -116.74494231611972 68.68028872439311))",LC08_051012_20231006,46.26,2023-10-06 19:20:42+00:00,"POLYGON ((-116.74494231611972 68.68028872439311, -116.92852640877646 68.51884984831923, -116.18987558526499 68.40403295104556, -115.99993651811327 68.56552915688057, -116.74494231611972 68.68028872439311))",0 days 00:00:01.635842
20231007_051435_87_2461,41,39,2023-10-07 05:14:35.870183+00:00,"POLYGON ((91.97741588942199 66.60065893901917, 91.82321792097518 66.43784760233055, 92.50531265465203 66.33256578108914, 92.66462122042793 66.49541378814655, 91.97741588942199 66.60065893901917))",LC08_147014_20231007,37.7,2023-10-07 05:14:48+00:00,"POLYGON ((91.97741588942199 66.60065893901917, 91.82321792097518 66.43784760233055, 92.50531265465203 66.33256578108914, 92.66462122042793 66.49541378814655, 91.97741588942199 66.60065893901917))",0 days 00:00:12.129817
20231010_235359_22_2473,25,30,2023-10-10 23:53:59.224210+00:00,"POLYGON ((170.18216682811217 63.72273072342086, 170.05590155121396 63.55833484127305, 170.6745733680301 63.46243309573335, 170.80513178797017 63.6270391704541, 170.18216682811217 63.72273072342086))",LC08_095016_20231010,91.53,2023-10-10 23:54:15+00:00,"POLYGON ((170.18216682811217 63.72273072342086, 170.05590155121396 63.55833484127305, 170.6745733680301 63.46243309573335, 170.80513178797017 63.6270391704541, 170.18216682811217 63.72273072342086))",0 days 00:00:15.775790
20231012_103105_37_2483,59,17,2023-10-12 10:31:05.371723+00:00,"POLYGON ((10.424760231578245 62.87489614964065, 10.304707851222245 62.710407608834046, 10.907423707308443 62.616890500947456, 11.030606436388778 62.781759329022314, 10.424760231578245 62.87489614964065))",LC08_198016_20231012,47.28,2023-10-12 10:30:50+00:00,"POLYGON ((10.424760231578245 62.87489614964065, 10.304707851222245 62.710407608834046, 10.907423707308443 62.616890500947456, 11.030606436388778 62.781759329022314, 10.424760231578245 62.87489614964065))",0 days 00:00:15.371723
20231012_103147_17_2483,22,11,2023-10-12 10:31:47.174332+00:00,"POLYGON ((8.690240940530819 60.31555839629258, 8.587800851741434 60.15032150751051, 9.147238089107358 60.062512604210696, 9.252279126777138 60.228765682091975, 8.690240940530819 60.31555839629258))",LC08_198018_20231012,31.87,2023-10-12 10:31:38+00:00,"POLYGON ((8.690240940530819 60.31555839629258, 8.587800851741434 60.15032150751051, 9.147238089107358 60.062512604210696, 9.252279126777138 60.228765682091975, 8.690240940530819 60.31555839629258))",0 days 00:00:09.174332
20231013_224519_40_2498,32,31,2023-10-13 22:45:19.406410+00:00,"POLYGON ((-170.24448723111576 66.24552096451696, -170.39629751281873 66.0833409353727, -169.72395006816257 65.97870789020753, -169.57212348484668 66.14120392210329, -170.24448723111576 66.24552096451696))",LC08_084014_20231013,35.08,2023-10-13 22:45:29+00:00,"POLYGON ((-170.24448723111576 66.24552096451696, -170.39629751281873 66.0833409353727, -169.72395006816257 65.97870789020753, -169.57212348484668 66.14120392210329, -170.24448723111576 66.24552096451696))",0 days 00:00:09.593590
20231013_224521_54_2498,30,39,2023-10-13 22:45:21.548149+00:00,"POLYGON ((-170.36308883270772 66.11754157816195, -170.51310353496214 65.95396499577683, -169.8422282444915 65.85026546766642, -169.68959848014165 66.0136479998708, -170.36308883270772 66.11754157816195))",LC08_084014_20231013,35.08,2023-10-13 22:45:29+00:00,"POLYGON ((-170.36308883270772 66.11754157816195, -170.51310353496214 65.95396499577683, -169.8422282444915 65.85026546766642, -169.68959848014165 66.0136479998708, -170.36308883270772 66.11754157816195))",0 days 00:00:07.451851
20231024_024228_29_2479,63,11,2023-10-24 02:42:28.297015+00:00,"POLYGON ((125.42704284873928 59.727795330428805, 125.33110017699191 59.56356081617215, 125.87099933709672 59.4811013347277, 125.97013946776615 59.644818446233586, 125.42704284873928 59.727795330428805))",LC08_122019_20231024,66.49,2023-10-24 02:42:20+00:00,"POLYGON ((125.42704284873928 59.727795330428805, 125.33110017699191 59.56356081617215, 125.87099933709672 59.4811013347277, 125.97013946776615 59.644818446233586, 125.42704284873928 59.727795330428805))",0 days 00:00:08.297015
